Temperature,Humidity,WindSpeed,NO2,SO2,CO,O3,PM,AQI
22.49080237694725,34.81063430708957,5.234113674718119,67.2702994208898,57.19958782835928,39.363552027744205,64.8256954077822,3.879945472888746,52.97821343264527
34.01428612819832,63.35207579026865,4.939575981439996,79.66813971913723,80.54323292999864,47.34356593750214,17.238636210516624,18.677252823112934,67.10274768664038
29.6398788362281,89.83566687011266,18.125091610420732,25.046789879249896,76.01609297901591,85.45473932021804,87.23945633548149,83.12458050899426,66.79851359548748
26.973169683940732,78.5779909127649,4.990923996990122,62.48740996069989,15.389990469377368,34.00043860598922,61.311623906924154,76.67683563383358,66.3127690453066
18.12037280884873,84.52489182891598,5.43899452257262,57.17459831437487,14.92494697414739,86.96496848121713,15.720388355695425,35.06426914571469,54.38116621177467
18.119890406724053,72.70266933685738,15.187965248359275,83.28303767882711,26.817436774491334,8.813443097669149,96.23380574812069,37.681062777421246,64.22656145881851
16.161672243363988,75.3821251614282,8.9947968490108,90.60870604812605,36.10747263410372,77.67984372086308,51.83654633353206,53.35544335535795,68.60468402743983
32.3235229154987,87.93565212522554,15.534211139103624,1.2156771477386807,40.84555814084826,84.75476330547363,7.289845187165501,0.02410046851345493,51.927279702248036
27.022300234864176,39.97344070873488,1.3073231512877048,67.40199190587927,67.96972168333453,18.181765283733874,62.68329044150672,24.124433603802785,49.05606821983037
29.16145155592091,59.15399709145124,9.751423873467687,5.1835799119729025,5.66804321658354,43.03465323722004,25.31989070128102,20.823180860821445,43.733319787672855
15.411689885916049,37.69675534556818,0.6722720036656527,54.88586650773559,3.4672704226066386,16.54997746636556,80.36934518773025,25.048294674976347,32.29875749012484
34.39819704323989,99.01344063973175,1.2530640691070905,28.76327290436782,39.191056294390904,70.66041289942177,81.78220735661907,80.59058425334413,74.80808188316826
31.648852816008436,95.52474717492906,18.12874906688822,30.67765995221412,69.71636921379805,53.534776806165674,97.89473558546618,27.967385654644318,75.32540337977431
19.246782213565524,23.154144909480472,2.7849074223519033,35.29585034523566,19.343534295648258,63.5323346708321,50.186953102450374,19.152132205014816,41.01928963747791
18.636499344142013,76.44601380125508,10.648413645504341,62.12924490496101,64.15044812562518,19.648696695621116,45.495687972773716,50.42634607930315,69.3036115751047
18.668090197068675,94.01986539325327,8.221912052014131,33.40499656687692,25.982813794029948,21.17458620524195,75.34756054464806,86.56450363727319,56.340621443369336
21.084844859190753,34.44602761018668,6.946866525176853,73.26990505902803,88.60861088135164,4.149732550990636,13.247065634192657,24.134970383749987,48.64102003643171
25.495128632644757,65.43561844421035,17.99666691374545,40.45273855738697,89.56899442666165,32.20675351957297,54.69155137931242,7.853624279279869,54.309467809139456
23.638900372842315,93.23906380704335,0.43646793550979,6.835320030995861,29.72872042813265,55.97446613336749,54.624760013085094,35.64047358496647,58.39656596452606
20.824582803960837,22.715678286863906,13.275793723511782,78.37598424841073,22.99937539632405,85.79349139973289,8.947312281038721,74.76518245649778,53.09462606585228
27.237057894447588,75.7936213797472,19.267888684271007,28.5758324592706,41.13039720662313,66.69274474586807,41.798408550691356,55.06905446947946,57.58919133301311
17.789877213040835,43.78792058980406,11.20336366923684,43.276687959926264,24.05315851801487,43.53963233997514,85.3284798567202,81.67933695743474,58.787188857305445
20.842892970704362,93.95169563012243,18.736449240661837,68.54438832219016,67.23838432917036,95.31201143941378,85.61536219946603,95.9592147609234,82.98042499905262
22.327236865873836,97.68465961322943,1.0451575857204753,33.2456157148712,82.60646845482856,71.92452005758318,9.9237664919681,79.26624767516171,58.829930220232335
24.12139968434072,95.54131912907471,8.375866381483227,5.658565614671563,67.3092130911217,93.016520286255,9.072088274783086,60.38030788437534,58.5542473198248
30.703519227860273,57.9371373325971,5.203155819241023,37.39210470128136,82.43504472493495,52.75879732721657,26.26954770019353,49.33415880523805,58.76709386971159
18.993475643167194,88.96341207914507,14.616419299614595,94.44485826943034,39.69921622074742,25.89042747931396,87.47660625539935,4.006908634826667,72.98236125249457
25.284688768272233,87.56395188280563,19.625941809944933,64.17343972985582,15.631697070886085,5.282668636472199,12.890258507349895,98.43219788140412,59.29843633656338
